relative_path,class_name,vessel_key,partitions,selected_segments
Tank/20170124-75/085359.wav,Tank,NAME:6b1675ae186a,train,61
Tank/20170203-76/002153.wav,Tank,NAME:81db2a73ba92,val,2
Tank/20170204-77/232817.wav,Tank,NAME:55662369b772,val,60
Tank/20170205-78/163939.wav,Tank,NAME:7a87842a0e9c,val,3
Tank/20170206-79/081843.wav,Tank,NAME:b71894c87019,val,2
Tank/20170209-80/040238.wav,Tank,NAME:55db029d8de0,test,3
Tank/20170216-81/035911.wav,Tank,NAME:7a87842a0e9c,val,58
Tank/20170219-82/104435.wav,Tank,NAME:8c6cc95c2aa3,train,33
Tank/20170227-83/235904.wav,Tank,NAME:c5972e2bd31d,val,7
Tank/20170301-84/230755.wav,Tank,NAME:2b6840f9510d,val,27
Tank/20170309-85/095437.wav,Tank,NAME:8c6cc95c2aa3,train,3
Tank/20170317-86/072019.wav,Tank,NAME:4b4695c25480,val,35
Tank/20170326-87/022836.wav,Tank,NAME:c70b18da6c17,test,7
Tank/20170326a-88/203852.wav,Tank,NAME:c99cf3ee0627,val,2
Tank/20170326b-89/231111.wav,Tank,NAME:dabeccecf421,train,31
Tank/20170327a-91/224310.wav,Tank,NAME:91a1b362b56f,val,2
Tank/20170403-92/044833.wav,Tank,NAME:b09c81286f3a,train,6
Tank/20170403a-93/102955.wav,Tank,NAME:dabeccecf421,train,19
Tank/20170409-95/031833.wav,Tank,NAME:0b2a9743e484,train,67
Tank/20170412-96/114857.wav,Tank,MMSI:636012507,val,1
Tank/20170413-97/112445.wav,Tank,NAME:b0a3134494fd,val,4
Tank/20170419-98/021347.wav,Tank,NAME:6399040c812e,test,40
Tank/20170420-99/170815.wav,Tank,NAME:ed8e80896825,val,11
Tank/20170421-100/010738.wav,Tank,NAME:2693e6e1124a,train,30
Tank/20170421a-101/064626.wav,Tank,NAME:55db029d8de0,test,23
Tank/20170425-102/231243.wav,Tank,NAME:8c6cc95c2aa3,train,58
Tank/20170507-103/213103.wav,Tank,NAME:b0a3134494fd,val,17
Tank/20170509-104/105420.wav,Tank,NAME:7968c496c16c,test,72
Tank/20170510-105/041848.wav,Tank,NAME:fd443e7290c0,train,40
Tank/20170511-106/050253.wav,Tank,NAME:8c6cc95c2aa3,train,33
Tank/20170512-107/081819.wav,Tank,NAME:bee5ecaec18d,train,18
Tank/20170516-108/201729.wav,Tank,NAME:5eeb72dd8823,train,3
Tank/20170525-109/111532.wav,Tank,NAME:9233d9bcd3d6,train,1
Tank/20170529-110/124845.wav,Tank,NAME:6dfcba65add2,train,55
Tank/20170530-111/004426.wav,Tank,NAME:fd443e7290c0,train,4
Tank/20170605-112/143212.wav,Tank,NAME:fbb69102de9c,train,53
Tank/20170608-113/234244.wav,Tank,NAME:8c6cc95c2aa3,train,4
Tank/20170612-114/013848.wav,Tank,NAME:0b2a9743e484,train,2
Tank/20170614-115/021303.wav,Tank,NAME:b56dc0535b32,val,42
Tank/20170621-116/221235.wav,Tank,NAME:ed8e80896825,val,3
Tank/20170623-117/232502.wav,Tank,NAME:d58f877032df,train,10
Tank/20170625-118/180527.wav,Tank,NAME:8c6cc95c2aa3,train,9
Tank/20170627-119/111336.wav,Tank,NAME:ed8e80896825,val,57
Tank/20170629-120/215813.wav,Tank,NAME:b0a3134494fd,val,40
Tank/20170630-121/210742.wav,Tank,NAME:1a6ef0420665,train,3
Tank/20170704-122/145807.wav,Tank,NAME:d01d92e3c399,val,41
Tank/20170705-123/030515.wav,Tank,NAME:185f42088a3b,train,40
Tank/20170711a-239/191933.wav,Tank,NAME:d6c3a53bbb7e,train,79
Tank/20170712-125/013547.wav,Tank,NAME:185f42088a3b,train,66
Tank/20170712a-126/015656.wav,Tank,NAME:ff48e884b477,train,7
Tank/20170720-127/064114.wav,Tank,NAME:b0a3134494fd,val,1
Tank/20170723-238/052014.wav,Tank,NAME:8c6cc95c2aa3,train,7
Tank/20170723a-128/192900.wav,Tank,NAME:6399040c812e,test,36
Tank/20170728-129/202445.wav,Tank,NAME:b0a3134494fd,val,23
Tank/20170802-130/135021.wav,Tank,NAME:3014620b7e47,train,5
Tank/20170818-132/060518.wav,Tank,NAME:0dc5c5a7225f,train,5
Tank/20170822-133/172736.wav,Tank,NAME:b0a3134494fd,val,57
Tank/20170824-134/194518.wav,Tank,NAME:f15ad091a4e4,train,1
Tank/20170826-135/005931.wav,Tank,NAME:ff48e884b477,train,11
Tank/20170828-136/215454.wav,Tank,NAME:b0a3134494fd,val,40
Tank/20170901-137/205515.wav,Tank,NAME:d231a10a065d,train,44
Tank/20170909-138/191109.wav,Tank,NAME:7ede4b981a3f,train,36
Tank/20170920-139/232910.wav,Tank,NAME:8c6cc95c2aa3,train,16
Tank/20170923-140/064301.wav,Tank,NAME:ed8e80896825,val,6
Tank/20171008-141/053342.wav,Tank,NAME:8c6cc95c2aa3,train,8
Tank/20171013-142/115050.wav,Tank,NAME:45c07cc56349,train,40
Tank/20171014-143/115751.wav,Tank,NAME:0b2a9743e484,train,3
Tank/20171015-144/090640.wav,Tank,NAME:d45cd4a6aeec,train,10
Tank/20171023-145/214849.wav,Tank,NAME:031472330c3c,train,5
Tank/20171024-146/085126.wav,Tank,NAME:d543903933df,test,1
Tank/20171029-147/012439.wav,Tank,NAME:3d54200348b4,train,2
Tank/20171108-149/011449.wav,Tank,NAME:8a928fb80805,train,54
Tank/20171110-150/231243.wav,Tank,NAME:8c6cc95c2aa3,train,45
Tank/20171121-151/180451.wav,Tank,NAME:0b2a9743e484,train,1
Tank/20171126-152/025605.wav,Tank,NAME:6dfcba65add2,train,48
Tank/20171126a-153/090000.wav,Tank,NAME:c73665fcee95,val,3
Tank/20171128-155/013710.wav,Tank,NAME:8c6cc95c2aa3,train,2
Tank/20171204-156/222708.wav,Tank,NAME:b0a3134494fd,val,10
Tank/20171207-157/150539.wav,Tank,NAME:8c6cc95c2aa3,train,35
Tank/20171208-158/193936.wav,Tank,NAME:b24020859808,train,53
Tank/20171216-159/160715.wav,Tank,NAME:b0a3134494fd,val,44
Tank/20171222-160/141803.wav,Tank,NAME:178b0849abd1,train,8
Tank/20171222a-161/152008.wav,Tank,NAME:e87e1f9338a8,train,2
Tank/20171223-162/150450.wav,Tank,NAME:8c6cc95c2aa3,train,57
Tank/20171230-163/032310.wav,Tank,NAME:6399040c812e,test,1
Tank/20171230a-164/195035.wav,Tank,NAME:8d97cac1669c,train,24
Tank/20180117-166/054518.wav,Tank,NAME:2b9e227fbb9d,train,5
Tank/20180119-167/055815.wav,Tank,NAME:7ede4b981a3f,train,3
Tank/20180120-169/125003.wav,Tank,NAME:3d54200348b4,train,58
Tank/20180120a-170/211000.wav,Tank,NAME:79991b5c0c0d,train,2
Tank/20180121-171/222956.wav,Tank,NAME:c66a4869ffbb,train,23
Tank/20180129-172/025531.wav,Tank,NAME:ca3e5dea3c74,train,44
Tank/20180130-173/054907.wav,Tank,NAME:a1f911bbcba8,train,8
Tank/20180203-174/232020.wav,Tank,NAME:e96b59dda5d5,train,21
Tank/20180206-175/104114.wav,Tank,NAME:032d8664fa71,train,14
Tank/20180206a-176/131726.wav,Tank,NAME:c70b18da6c17,test,15
Tank/20180208-177/234708.wav,Tank,NAME:c73665fcee95,val,5
Tank/20180211-178/180933.wav,Tank,NAME:5e66854eb321,train,51
Tank/20180221-179/020619.wav,Tank,NAME:d58f877032df,train,43
Tank/20180226-180/033811.wav,Tank,NAME:a4f6d2c1a2e1,train,34
Tank/20180303-181/060850.wav,Tank,MMSI:636014809,val,38
Tank/20180311-182/212409.wav,Tank,NAME:a1f911bbcba8,train,34
Tank/20180314-183/155725.wav,Tank,NAME:8fafd91b2a1f,train,29
Tank/20180314a-184/171300.wav,Tank,NAME:7815e0813ac6,train,7
Tank/20180316-185/163653.wav,Tank,NAME:5fb811b8ddee,train,2
Tank/20180316a-186/174010.wav,Tank,NAME:5524943b1cfa,train,16
Tank/20180402-187/060415.wav,Tank,NAME:6a2417886a39,train,36
Tank/20180405-188/025825.wav,Tank,NAME:be0d81c40024,train,10
Tank/20180411-189/081047.wav,Tank,NAME:0b2a9743e484,train,2
Tank/20180411a-190/193519.wav,Tank,NAME:fd845bd14ff5,val,27
Tank/20180413-191/212814.wav,Tank,NAME:b0a3134494fd,val,1
Tank/20180417-192/005456.wav,Tank,NAME:2a56f04c7948,train,38
Tank/20180418-193/004704.wav,Tank,NAME:adc6787ca778,train,54
Tank/20180421-194/025328.wav,Tank,NAME:6063953258fe,train,69
Tank/20180422-195/171202.wav,Tank,NAME:a19655c7e341,train,4
Tank/20180423-198/063301.wav,Tank,NAME:2216f45edfe1,train,4
Tank/20180425-199/083048.wav,Tank,NAME:2e018e965d06,test,79
Tank/20180430-200/033225.wav,Tank,NAME:9867f4342b01,train,27
Tank/20180506-201/014248.wav,Tank,NAME:8184cd8e7d77,train,44
Tank/20180507-202/212341.wav,Tank,NAME:27db51022dde,train,66
Tank/20180508-203/232237.wav,Tank,NAME:8d97cac1669c,train,4
Tank/20180509-204/124919.wav,Tank,NAME:26199ab6dc0b,train,5
Tank/20180510-205/062026.wav,Tank,NAME:4da84da50f77,train,32
Tank/20180515-206/031557.wav,Tank,NAME:6dfcba65add2,train,27
Tank/20180515a-207/224627.wav,Tank,NAME:05a8fc61bca3,train,6
Tank/20180519-208/103407.wav,Tank,NAME:b09c81286f3a,train,21
Tank/20180520-209/130618.wav,Tank,NAME:86b9db5589f8,train,1
Tank/20180523-210/171217.wav,Tank,NAME:b82f3b14d5a6,test,5
Tank/20180529-211/093622.wav,Tank,NAME:971fe27165cb,train,17
Tank/20180602-212/172529.wav,Tank,NAME:bcb60f241f87,train,40
Tank/20180604-213/122139.wav,Tank,NAME:ca08af7f5e8c,train,13
Tank/20180610-215/135143.wav,Tank,NAME:2be8279446f1,test,32
Tank/20180612-216/032309.wav,Tank,NAME:f2200e429cf7,train,41
Tank/20180612a-217/230757.wav,Tank,NAME:916ed0081116,train,47
Tank/20180616-218/225427.wav,Tank,NAME:0b2a9743e484,train,5
Tank/20180618-219/031247.wav,Tank,MMSI:636016731,train,3
Tank/20180629-220/001835.wav,Tank,NAME:141f46d52577,test,42
Tank/20180630-221/173807.wav,Tank,NAME:23376891fdb8,train,3
Tank/20180702-222/172918.wav,Tank,NAME:7ce62400c970,train,70
Tank/20180703-223/143323.wav,Tank,NAME:141f46d52577,test,42
Tank/20180705-224/144030.wav,Tank,NAME:ab48f691adae,train,42
Tank/20180710-225/065625.wav,Tank,NAME:cd988f840bd9,train,3
Tank/20180725-227/013354.wav,Tank,NAME:971fe27165cb,train,53
Tank/20180725a-228/222512.wav,Tank,NAME:6063953258fe,train,39
Tank/20180725b-229/233127.wav,Tank,NAME:efb765ecb3c2,train,6
Tank/20180821-230/005202.wav,Tank,NAME:437b8f4c2949,train,40
Tank/20180822-231/142019.wav,Tank,NAME:d58f877032df,train,52
Tank/20180826-232/010604.wav,Tank,NAME:646f1f60be88,train,2
Tank/20180904-233/183908.wav,Tank,NAME:b0a3134494fd,val,3
Tank/20180914-234/024440.wav,Tank,NAME:55f5bf9fe883,val,2
Tank/20180915-235/150156.wav,Tank,NAME:b0a3134494fd,val,10
Tug/20171104-1/200959.wav,Tug,NAME:f594d20f8f44,train,84
Tug/20171105-2/052000.wav,Tug,NAME:3e410987c62c,train,143
Tug/20171105b-3/231504.wav,Tug,NAME:3e410987c62c,train,75
Tug/20171106-4/144640.wav,Tug,NAME:2277ac081ef4,train,128
Tug/20171106a-5/162112.wav,Tug,NAME:3e410987c62c,train,75
Tug/20171107a-6/095309.wav,Tug,NAME:530ec09df1e6,test,54
Tug/20171111-7/025236.wav,Tug,NAME:c8566fa48cab,train,48
Tug/20171114-8/072235.wav,Tug,NAME:3e410987c62c,train,67
Tug/20171115-9/9.wav,Tug,NAME:4bac4b7f0764,test,25
Tug/20171116-10/065145.wav,Tug,NAME:b355e2dfcc9a,val,70
Tug/20171116a-11/221717.wav,Tug,NAME:fd338e8c446e,train,77
Tug/20171118-12/082934.wav,Tug,NAME:fd338e8c446e,train,111
Tug/20171118a-13/141340.wav,Tug,NAME:530ec09df1e6,test,78
Tug/20171118b-14/161506.wav,Tug,NAME:3e410987c62c,train,98
Tug/20171118c-15/185844.wav,Tug,NAME:fd338e8c446e,train,54
Tug/20171118d-16/234607.wav,Tug,NAME:b96db21689b1,val,108
Tug/20171120-17/034014.wav,Tug,NAME:f594d20f8f44,train,85
Tug/20171120a-18/054508.wav,Tug,NAME:530ec09df1e6,test,50
Tug/20171121-19/101117.wav,Tug,NAME:c8566fa48cab,train,117
Tug/20171122a-20/124609.wav,Tug,NAME:2bb710940cf2,val,82
Tug/20171123-21/035104.wav,Tug,NAME:c8566fa48cab,train,135
Tug/20171124-22/012051.wav,Tug,NAME:530ec09df1e6,test,84
Tug/20171127-23/065148.wav,Tug,NAME:c8566fa48cab,train,38
Tug/20171127a-24/105442.wav,Tug,NAME:f44c274a3c68,val,218
Tug/20171128-25/052238.wav,Tug,NAME:c8566fa48cab,train,123
Tug/20171128a-26/103033.wav,Tug,NAME:f44c274a3c68,val,55
Tug/20171128b-27/120847.wav,Tug,NAME:8b98a80a469f,val,54
Tug/20171128c-28/190038.wav,Tug,NAME:c8566fa48cab,train,35
Tug/20171128d-29/193239.wav,Tug,NAME:f594d20f8f44,train,24
Tug/20171129-30/011700.wav,Tug,NAME:3e410987c62c,train,68
Tug/20171130a-31/211648.wav,Tug,NAME:c8566fa48cab,train,44
Tug/20171201-32/024235.wav,Tug,NAME:94d44191d9c4,val,64
Tug/20171201b-33/082249.wav,Tug,NAME:fd338e8c446e,train,74
Tug/20171201c-34/123228.wav,Tug,NAME:3e410987c62c,train,68
Tug/20171201d-35/125826.wav,Tug,NAME:b96db21689b1,val,79
Tug/20171201e-36/190230.wav,Tug,NAME:c8566fa48cab,train,87
Tug/20171202-37/071515.wav,Tug,NAME:80c5c986d823,train,44
Tug/20171202a-38/145149.wav,Tug,NAME:80c5c986d823,train,92
Tug/20171203-39/032822.wav,Tug,NAME:074c82332261,test,87
Tug/20171203a-40/40.wav,Tug,NAME:c8566fa48cab,train,22
Tug/20171203c-41/194116.wav,Tug,NAME:c8566fa48cab,train,89
Tug/20171204-42/034437.wav,Tug,NAME:80c5c986d823,train,41
Tug/20171204a-43/081356.wav,Tug,NAME:80c5c986d823,train,90
Tug/20171205-44/145246.wav,Tug,NAME:3e410987c62c,train,47
Tug/20171207-45/004027.wav,Tug,NAME:80c5c986d823,train,46
Tug/20171207a-46/052942.wav,Tug,NAME:074c82332261,test,41
Tug/20171207b-47/114556.wav,Tug,NAME:80c5c986d823,train,95
Tug/20171209-48/041322.wav,Tug,NAME:3e410987c62c,train,72
Tug/20171210-49/49.wav,Tug,NAME:80c5c986d823,train,32
Tug/20171212a-50/094549.wav,Tug,NAME:c8566fa48cab,train,45
Tug/20171213-51/065742.wav,Tug,NAME:80c5c986d823,train,97
Tug/20171213a-52/071716.wav,Tug,NAME:3e410987c62c,train,114
Tug/20171214a-53/184639.wav,Tug,NAME:3cd3baec66d8,test,31
Tug/20171215-54/005343.wav,Tug,NAME:3e410987c62c,train,84
Tug/20171215a-55/103412.wav,Tug,NAME:94d44191d9c4,val,45
Tug/20171215e-56/170639.wav,Tug,NAME:80c5c986d823,train,32
Tug/20171217-58/020446.wav,Tug,NAME:f44c274a3c68,val,75
Tug/20171217a-59/050224.wav,Tug,NAME:3e410987c62c,train,71
Tug/20171219a-60/210546.wav,Tug,NAME:fd338e8c446e,train,106
Tug/20171221-61/114923.wav,Tug,NAME:3e410987c62c,train,29
Tug/20171221a-62/144544.wav,Tug,NAME:530ec09df1e6,test,50
Tug/20171223b-63/233721.wav,Tug,NAME:c8566fa48cab,train,32
Tug/20171225-64/015934.wav,Tug,NAME:3e410987c62c,train,79
Tug/20171226-65/043830.wav,Tug,NAME:3e410987c62c,train,56
Tug/20171227a-66/110853.wav,Tug,NAME:f44c274a3c68,val,88
Tug/20171229a-67/195709.wav,Tug,NAME:c8566fa48cab,train,52
Tug/20171229b-68/200347.wav,Tug,NAME:f44c274a3c68,val,62
Tug/20171230a-69/163503.wav,Tug,NAME:fd338e8c446e,train,108
Tug/20171231a-70/215301.wav,Tug,NAME:3e410987c62c,train,67
